Signatur;Geschäftstyp;Partei;Urheber/in;Titel;Beginn-Datum;Ende;Thema 1;Thema 2;Schwerpunkt;Geschäft;Status
20.5021;Anzug;FDP;Urgese, Luca;Anzug Luca Urgese und Konsorten betreffend bikantonale PUK für bikantonale Geschäfte und Institutionen;2020-02-12;;Parlament & Regierung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110115;B
20.5018;Anzug;SP;Mathys, Lisa;Anzug Lisa Mathys und Konsorten betreffend zulässige Parkplatz-Anzahl auf Privatgrundstücken;2020-02-12;;Parkraumbewirtschaftung;Raumplanung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110112;B
20.5017;Anzug;;Vitelli, Jörg;Anzug Jörg Vitelli und Konsorten betreffend mehr Güterumschlagsplätze und mehr Kurzzeitparkplätze;2020-02-12;;Parkraumbewirtschaftung;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110111;A
20.5014;Schriftliche Anfrage;;Vitelli, Jörg;Schriftliche Anfrage Jörg Vitelli betreffend des elektronischen Kantonsblatts;2020-01-15;;Verwaltung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110107;A
20.5011;Vorgezogenes Budgetpostulat;;Sutter, Kaspar;Vorgezogenes Budgetpostulat zum Budget 2021 Kaspar Sutter und Konsorten betreffend GD, Gesundheitsversorgung (Entschädigungen Leistungen von Hebammen);2020-02-12;;Gesundheitsversorgung;Staatsfinanzen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110100;A
19.1427;Initiative;;;"Kantonale Volksinitiative ""Wohnschutzinitiative II""";2019-10-02;;Wohnen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110091;A
19.5595;Budgetpostulat;BastA!;Messerli, Beatrice;Budgetpostulat zum Budget 2020 Beatrice Messerli betreffend PD, Kantons- und Stadtentwicklung (NachbarNet);2020-01-15;;Areale & Quartiere;Staatsfinanzen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110088;A
19.5588;Schriftliche Anfrage;;Wenk, Kerstin;Schriftliche Anfrage Kerstin Wenk betreffend spekulativem Leerstand von Wohnungen;2019-12-19;;Wohnen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110080;A
19.5586;Schriftliche Anfrage;SP;Brandenburger, Jessica;Schriftliche Anfrage Jessica Brandenburger betreffend Fachstelle für sexuelle Gesundheit;2019-12-19;;Gesundheitsförderung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110078;A
19.5585;Schriftliche Anfrage;;Griss, Christian;Schriftliche Anfrage Christian Griss betreffend Waldreservate und Waldentwicklungsplan (WEP);2019-12-19;;Biodiversität;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110077;A
19.5582;Anzug;;Wenk, Kerstin;Anzug Kerstin Wenk und Konsorten betreffend Ermöglichung eines ordentlichen Betriebes von Kinderplanschbecken auf Spielplätzen und Parkanlagen von Basel;2020-01-15;;Kinder, Jugendliche & Familien;Stadtgrün;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110075;A
19.5576;Petition;;;"Petition P409 ""Aufarbeitung der gefällten Entscheidungen der BVB-Führung sowie deren Auswirkungen auf den Betrieb seit der Auslagerung im Jahr 2006""";2020-01-15;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110065;A
19.5571;Anzug;SP;Roth, Franziska;Anzug Franziska Roth und Konsorten betreffend bessere Vereinbarkeit von Familie und Beruf für Familien mit behinderten und chronisch kranken Kindern;2020-01-15;;Menschen mit Behinderung;Volksschulen & Tagesbetreuung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110060;B
19.5564;Anzug;Mitte;Isler, Beatrice;Anzug Beatrice Isler und Konsorten betreffend kantonale Einbürgerungsgebühren;2020-01-15;;Migration & Integration;Politische Beteiligung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110057;A
19.5561;Interpellation;FDP;Urgese, Luca;Interpellation Nr. 147 Luca Urgese betreffend unsere Lehrpersonen fit für die digitale Zukunft machen;2019-12-11;;Mittelschulen & Berufsbildung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110047;A
19.5549;Interpellation;BastA!;Messerli, Beatrice;Interpellation Nr. 138 Beatrice Messerli betreffend Kapazitäten des Schulhauses Lysbüchel;2019-12-11;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110035;A
19.5548;Interpellation;SP;Amacher, Nicole;Interpellation Nr. 137 Nicole Amacher betreffend Opferschutz für alle;2019-12-11;;Polizei & Kriminalität;Migration & Integration;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110034;A
19.5541;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 135 Joël Thüring betreffend kurzfristige Absage des Konzerts von RAF Camora und Bonez MC durch die Basler Behörden - Imageschaden für die Joggelihalle und Basel?;2019-12-11;;Künste & Unterhaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110025;A
19.5532;Motion;;;Motion der Bau- und Raumplanungskommission betreffend Stadtbildkommission;2019-12-11;;Raumplanung;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110019;A
19.5523;Schriftliche Anfrage;SVP;Thüring, Joël;Schriftliche Anfrage Joël Thüring betreffend Kosten des Konferenzföderalismus;2019-12-11;;Parlament & Regierung;Staatsfinanzen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110003;A
19.5524;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 130 Beat K. Schaller betreffend Sensibilisierung der Autofahrer anstelle von Bussen;2019-12-11;;Motorisierter Individualverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110002;A
19.5519;Motion;SVP;Schaller, Beat K.;Motion Beat K. Schaller und Konsorten betreffend eine moderne Verkehrsführung am Aeschenplatz;2019-12-11;;Motorisierter Individualverkehr;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109999;A
19.5517;Anzug;SP;Baumgartner, Beda;Anzug Beda Baumgartner und Konsorten betreffend Einführung der Volksanregung;2019-12-11;;Politische Beteiligung;;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109997;B
19.5512;Motion;SVP;Thüring, Joël;Motion Joël Thüring und Konsorten betreffend kundenfreundliche Öffnungszeiten beim Bau- und Gastgewerbeinspektorat;2019-12-11;;Verwaltung;Raumplanung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109988;B
19.5508;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 125 Joël Thüring betreffend Pilotversuch Unterflurcontainer im Bachlettenquartier - Differenz zwischen Grossratsbeschluss und Realität?;2019-11-13;;Abfall & Recycling;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109983;A
19.5507;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 124 Sasha Mazzotti betreffend Logopädie an den Schulen;2019-11-13;;Volksschulen & Tagesbetreuung;Menschen mit Behinderung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109982;A
19.5504;Petition;;;"Petition P403 ""Verbindung vom Gundeli in die Stadt über den Bahnhof - jetzt""";2019-11-13;;Veloverkehr;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109976;A
19.5501;Schriftliche Anfrage;;Gallacchi, Remo;Schriftliche Anfrage Remo Gallacchi betreffend Einzug von Mitgliederbeiträgen durch den Staat zu Gunsten der privaten Organisation FSS;2019-10-16;;Verwaltung;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109973;A
19.5500;Motion;SP;Gölgeli, Edibe;Motion Edibe Gölgeli und Konsorten Stimmrecht für Einwohner/innen ohne Schweizer Bürgerrecht;2019-11-13;;Politische Beteiligung;Migration & Integration;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109972;B
19.5496;Anzug;Mitte;Knellwolf, Andrea Elisabeth;Anzug Andrea Elisabeth Knellwolf und Konsorten betreffend wirkungsvolle Senkung der Regulierungsfolgekosten;2019-11-13;;Privatwirtschaft & Standort;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109971;B
19.5493;Planungsanzug;;Kölliker, Sebastian;Planungsanzug Sebastian Kölliker und Konsorten betreffend Öffentlicher Raum im Kanton Basel-Stadt;2019-11-13;;Nutzung & Regulierung;Parlament & Regierung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109967;B
19.5489;Anzug;SVP;Amiet, Lorenz;Anzug Lorenz Amiet und Konsorten betreffend Überschreitung der maximalen Südanflugquote: Umgehende Überprüfung des 5 Knoten-Regimes durch die Flugsicherheitsbehörde;2019-11-13;;Schifffahrt, Flug- & Güterverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109961;A
19.5487;Schriftliche Anfrage;SP;Mattmüller, Georg;Schriftliche Anfrage Georg Mattmüller betreffend Dienstleistern in der Spitex;2019-10-16;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109957;A
19.5484;Schriftliche Anfrage;SP;Mattmüller, Georg;Schriftliche Anfrage Georg Mattmüller betreffend Fachpersonal Pflege / Fachkräftemangel;2019-10-16;;Gesundheitsversorgung;Mittelschulen & Berufsbildung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109954;A
19.5483;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Konsorten betreffend Überprüfung der Assistenzstellen in Hausarztpraxen;2019-11-13;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109953;B
19.5481;Anzug;BastA!;Bolliger, Oliver;Anzug Oliver Bolliger und Konsorten betreffend schadensmindernden Massnahmen bei Kokain-Abhängigkeit;2019-11-13;;Gesundheitsförderung;Recht & Strafvollzug;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109951;A
19.5480;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 119 Beat K. Schaller betreffend Basel pro Klimawissen: Folgen der Fridays for future Demonstrationen;2019-11-13;;Politische Beteiligung;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109950;A
19.5472;Interpellation;GLP;Wüest-Rudin, David;Interpellation Nr. 115 David Wüest-Rudin betreffend türkischem Passentzug und allgemein Bedrohungen für Migranten/-innen sowie Secondos/-as durch diktatorische Herkunftsländer und eigene Landsleute;2019-10-16;;Migration & Integration;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109937;A
19.5471;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 114 Joël Thüring betreffend Kosten von bewilligten und unbewilligten Demonstrationen für die Allgemeinheit;2019-10-16;;Politische Beteiligung;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109936;A
19.5470;Interpellation;BastA!;Zürcher, Tonja;Interpellation Nr. 113 Tonja Zürcher betreffend Adress-Daten der staatlichen Bevölkerungsdienste für Wahlwerbung;2019-10-16;;Politische Beteiligung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109935;A
19.5468;Interpellation;SP;Roth, Franziska;Interpellation Nr. 111 Franziska Roth betreffend Elternbeiträge für Schullager während der Volksschulzeit;2019-10-16;;Volksschulen & Tagesbetreuung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109933;A
19.5465;Interpellation;;Christ, Katja;Interpellation Nr. 109 Katja Christ betreffend Lehrmittel für die Sammelfächer RZG/NT;2019-10-16;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109930;A
19.5464;Interpellation;SVP;Stumpf, Daniela;Interpellation Nr. 108 Daniela Stumpf betreffend brennende Teslas - Gefahren der E-Mobilität;2019-10-16;;Motorisierter Individualverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109929;A
19.5463;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 107 Oliver Bolliger betreffend zukünftige Kooperationen in der gemeinsamen Gesundheitsregion und deren Auswirkungen;2019-10-16;;Gesundheitsversorgung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109928;A
19.5461;Interpellation;;Wyss, Sarah;Interpellation Nr. 105 Sarah Wyss betreffend Mitbestimmung bei der Berufung von medizinischen Professuren;2019-10-16;;Hochschulen & Weiterbildung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109926;A
19.5460;Interpellation;Mitte;Knellwolf, Andrea Elisabeth;Interpellation Nr. 104 Andrea Elisabeth Knellwolf betreffend Häufung von BVB-Baustellen sowie Realisierbarkeit und Kosten eines temporären oder dauerhaften Fahrpreiserlasses;2019-10-16;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109925;A
19.5459;Schriftliche Anfrage;SP;Gölgeli, Edibe;Schriftliche Anfrage Edibe Gölgeli betreffend Kinder- und Jugenddienst Basel-Stadt (KJD);2019-10-16;;Kinder, Jugendliche & Familien;Sozialversicherungen und -leistungen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109924;A
19.5448;Motion;SP;Krummenacher, Toya;Motion Toya Krummenacher und Konsorten betreffend frei zugänglichem WiFi in Basel-Stadt für alle;2019-10-16;;Kommunikationsinfrastruktur;Gestaltung & Infrastruktur;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109909;A
19.5427;Anzug;Grüne;Thiriet, Jérôme;Anzug Jérôme Thiriet und Konsorten betreffend Schaffung eines Bio-Stadt-Labels;2019-10-16;;Verwaltung;Biodiversität;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109892;B
19.5426;Anzug;Grüne;Thiriet, Jérôme;Anzug Jérôme Thiriet und Konsorten betreffend Velodiebstähle im Kanton Basel-Stadt;2019-10-16;;Polizei & Kriminalität;Veloverkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109891;A
19.5436;Schriftliche Anfrage;SP;Kaufmann, Danielle;Schriftliche Anfrage Danielle Kaufmann betreffend Superkeime aus Indien im Basler Trinkwasser;2019-09-11;;Boden & Wasser;Gesundheitsförderung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109887;A
19.5419;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Thomas Gander betreffend bessere Submissionsverfahren;2019-10-16;;Verwaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109885;A
19.5420;Interpellation;;Wenk, Kerstin;Interpellation Nr. 99 Kerstin Wenk betreffend Überschreitung der Klassenmaximalgrössen;2019-10-16;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109880;A
19.5413;Interpellation;SVP;Stalder, Roger;Interpellation Nr. 98 Roger Stalder betreffend Matura an den Gymnasien in Basel-Stadt;2019-10-16;;Mittelschulen & Berufsbildung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109877;A
19.5406;Interpellation;;Eymann, Felix W.;Interpellation Nr. 95 Felix W. Eymann betreffend Sicherheitsmassnahmen an der Pfalzmauer;2019-10-16;;Gestaltung & Infrastruktur;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109870;A
19.5401;Anzug;SP;Mathys, Lisa;Anzug Lisa Mathys und Konsorten betreffend finanzielles Risiko des IWB-Erdgas-Netzes;2019-10-16;;Energieversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109864;B
19.5400;Anzug;;Gallacchi, Remo;Anzug Remo Gallacchi und Konsorten betreffend ein System und eine Plattform für den ganzen Kanton Basel-Stadt;2019-10-16;;Verwaltung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109863;B
19.5395;Schriftliche Anfrage;;Wyss, Sarah;Schriftliche Anfrage Sarah Wyss betreffend Qualität und Effizienz in der Pflege und Spitex;2019-09-11;;Gesundheitsversorgung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109856;A
19.5393;Interpellation;SP;Cuénod, Tim;Interpellation Nr. 93 Tim Cuénod betreffend Turnhallenmangel, Schulsport und weite Wege;2019-09-11;;Volksschulen & Tagesbetreuung;Sport;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109854;A
19.5386;Motion;;Gallacchi, Remo;Motion Remo Gallacchi und Andrea Elisabeth Knellwolf betreffend gesamtheitlicher Tram- und Busnetz-Entwicklung;2019-10-16;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109843;A
19.5380;Anzug;SVP;Thüring, Joël;Anzug Joël Thüring und Konsorten betreffend Unterstützung für ein Mehrgenerationen-Palliativzentrum in der Region Basel;2019-09-11;;Gesundheitsversorgung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109841;A
19.5373;Schriftliche Anfrage;BastA!;Bolliger, Oliver;Schriftliche Anfrage Oliver Bolliger betreffend Umgang der Sozialhilfe Basel-Stadt mit Mietzinsgrenzwerte;2019-09-11;;Wohnen;Sozialhilfe;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109833;A
19.5366;Interpellation;SP;Gander, Thomas;Interpellation Nr. 84 Thomas Gander betreffend den neusten Entwicklungen rund um die BKB und die Bank Cler;2019-10-16;;Privatwirtschaft & Standort;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109822;A
19.5365;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Konsorten betreffend Verbesserung der Situation der pflegenden Angehörigen;2019-09-11;;Gesundheitsversorgung;Sozialversicherungen und -leistungen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109816;A
19.5364;Interpellation;;Wegmann, Barbara;Interpellation Nr. 83 Barbara Wegmann betreffend Gesundheitszustand der Stadtbäume;2019-09-11;;Stadtgrün;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109815;A
19.5359;Schriftliche Anfrage;SVP;Hablützel-Bürki, Gianna;Schriftliche Anfrage Gianna Hablützel-Bürki betreffend Transparenz und Kontrolle der ambulanten Familienbegleitungen und ihre Tarife, Präsenzstunden und Kosten;2019-09-11;;Kinder, Jugendliche & Familien;Sozialversicherungen und -leistungen;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109813;A
19.5357;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 81 Oliver Bolliger betreffend unverhältnismässigen Polizeieinsatz und Bestrafung von Klimaschützer/innen;2019-09-11;;Polizei & Kriminalität;Politische Beteiligung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109811;A
