Signatur;Geschäftstyp;Partei;Urheber/in;Titel;Beginn-Datum;Ende;Thema 1;Thema 2;Schwerpunkt;Geschäft;Status
21.5096;Interpellation;Mitte;Albietz, Daniel;Interpellation Nr. 17 Daniel Albietz betreffend Wiedereinbezug der Gemeinde Riehen in das Gebiet von Pick-e-Bike;2021-03-10;;Veloverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110757;A
21.5059;Interpellation;BastA!;Mück, Heidi;Interpellation Nr. 12 Heidi Mück betreffend Einstufung der Angebote der OKJA als soziale Einrichtungen;2021-02-03;;Kinder, Jugendliche & Familien;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110728;A
21.5054;Interpellation;SP;Baumgartner, Beda;Interpellation Nr. 8 Beda Baumgartner betreffend sozialökonomische Faktoren als Treiber für Covid-19;2021-02-03;;Gesundheitsförderung;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110724;A
21.5053;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 7 Joël Thüring betreffend Hotel-Zimmer wegen und Sozialhilfe für osteuropäische Bettlerbanden?;2021-02-03;;Migration & Integration;Sozialhilfe;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110705;A
21.5032;Interpellation;GLP;Sieber, Johannes;Interpellation Nr. 5 Johannes Sieber betreffend Fokus der kantonalen Gleichstellungs-Arbeit;2021-02-03;;Gleichstellung der Geschlechter;Verwaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110702;A
21.5031;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 4 Oliver Bolliger betreffend des Abbaus von Sitzbänken vor dem Bahnhof SBB;2021-02-03;;Gestaltung & Infrastruktur;Gesundheitsförderung;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110701;A
21.5029;Schriftliche Anfrage;Grüne;Fuhrer, Raphael;Schriftliche Anfrage Raphael Fuhrer betreffend Entwicklung der Fahrzeug-Neuwagenflotte in BS, insbesondere Kauf weniger umweltschädlicher Automodelle;2021-02-03;;Motorisierter Individualverkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110697;A
21.5027;Anzug;;Grossenbacher, Thomas;Anzug Thomas Grossenbacher und Konsorten für eine mehrstufigen Trinkwasseraufbereitungsanlage nach dem Vorbild der Gemeinde Muttenz für das gesamte Basler Trinkwasser;2021-03-10;;Boden & Wasser;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110695;B
21.5026;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 2 Sasha Mazzotti betreffend temporäre Existenzsicherung für Kulturschaffende;2021-02-03;;Künste & Unterhaltung;Staatsfinanzen;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110694;A
21.5024;Petition;;;"Petition P429 ""GlockenNachtruhe - für einen ruhigen Schlaf in Basel""";2021-02-03;;Lärm;Religion;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110689;A
21.5021;Anzug;;Kölliker, Sebastian;Anzug Sebastian Kölliker und Konsorten betreffend Anlaufstelle sexuelle Gesundheit;2021-02-03;;Gesundheitsförderung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110686;B
21.5015;Anzug;;Hafner, Patrick;Anzug Patrick Hafner betreffend kundenfreundliche Steuerverwaltung;2021-02-03;;Verwaltung;Steuerpolitik;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110680;A
21.5011;Anzug;SP;Gander, Thomas;Anzug Thomas Gander und Konsorten betreffend Aufstockung der Petitionskommission auf 13 Sitze;2021-02-03;;Parlament & Regierung;;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110677;A
21.5010;Anzug;;Moesch, Christian C.;Anzug Christian C. Moesch und Konsorten betreffend Förderung des Ausbaus von 5G;2021-02-03;;Kommunikationsinfrastruktur;Privatwirtschaft & Standort;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110676;B
21.5009;Anzug;SP;Perret, Jean-Luc;Anzug Jean-Luc Perret und Konsorten betreffend Koordination des vorhandenen Parkraums in den bestehenden öffentlichen Parkhäusern;2021-02-03;;Parkraumbewirtschaftung;Stadtgrün;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110675;B
21.5004;Interpellation;;Wenk, Kerstin;Interpellation Nr. 157 Kerstin Wenk betreffend Überschreitung der maximalen Klassengrössen;2021-01-13;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110664;A
21.5003;Interpellation;;Metzger, Ursula;Interpellation Nr. 156 Ursula Metzger betreffend Vereinssport in Zeiten von Corona;2021-01-13;;Sport;Kinder, Jugendliche & Familien;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110663;A
20.5491;Schriftliche Anfrage;Grüne;Fuhrer, Raphael;Schriftliche Anfrage Raphael Fuhrer betreffend Steuerabzüge im Verkehrsbereich;2021-01-13;;Motorisierter Individualverkehr;Steuerpolitik;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110661;A
20.5480;Anzug;SVP;Messerli, Pascal;Anzug Pascal Messerli und Konsorten betreffend Basler Preis für Zivilcourage;2021-01-13;;Bevölkerungsschutz;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110649;B
20.5474;Anzug;SP;Brandenburger, Jessica;Anzug Jessica Brandenburger und Konsorten betreffend Schaffung eines ambulanten gerontopsychiatrischen Dienstes für Basel-Stadt;2021-01-13;;Gesundheitsversorgung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110639;B
20.5472;Anzug;SP;Cuénod, Tim;Anzug Tim Cuénod und Konsorten betreffend eine kantonale Flachdach-Strategie;2021-01-13;;Raumplanung;Klima & Luft;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110637;B
20.5470;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 154 Beat K. Schaller betreffend zielgruppengerechte Ansprache und Orientierung von speziell dem Corona-Ansteckungsrisiko ausgesetzten Teilen der Bevölkerung;2020-12-09;;Gesundheitsförderung;Migration & Integration;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110632;A
20.5469;Interpellation;SP;Wittlin, Stefan;Interpellation Nr. 153 Stefan Wittlin betreffend neue Pressabfallkübel;2020-12-09;;Gestaltung & Infrastruktur;Abfall & Recycling;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110631;A
20.5468;Interpellation;;Metzger, Ursula;Interpellation Nr. 152 Ursula Metzger betreffend mit Maschinenpistolen ausgerüstete Polizisten und Polizistinnen in der Stadt unterwegs;2020-12-09;;Polizei & Kriminalität;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110630;A
20.5467;Interpellation;;Leuthardt, Beat;Interpellation Nr. 151 Beat Leuthardt betreffend Stau statt ÖV-Priorität an der äusseren Neuweilerstrasse;2020-12-09;;Öffentlicher Verkehr;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110629;A
20.5465;Interpellation;SVP;Messerli, Pascal;Interpellation Nr. 149 Pascal Messerli betreffend Nichtiger Freistellungsentscheid des Präsidialdepartements in der Causa Fehlmann/Ackermann;2020-12-09;;Verwaltung;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110627;A
20.5460;Interpellation;;Vischer, Heiner;Interpellation Nr. 144 Heiner Vischer betreffend Weltrekord-Tiramisù in Basel?;2020-12-09;;Privatwirtschaft & Standort;;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110622;A
20.5459;Interpellation;SP;Gander, Thomas;Interpellation Nr. 143 Thomas Gander betreffend Folgen und Massnahmen der Corona-Krise für sozioökonomisch schwache Menschen und Familien;2020-12-09;;Arbeitsmarkt;Sozialversicherungen und -leistungen;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110620;A
20.5455;Interpellation;;Kölliker, Sebastian;Interpellation Nr. 142 Sebastian Kölliker betreffend finanzieller Hilfe für die Gastronomie;2020-12-09;;Privatwirtschaft & Standort;;Corona;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200110616;A
19.5387;Interpellation;;Wyss, Sarah;Interpellation Nr. 87 Sarah Wyss betreffend Arbeitszeit fürs Umziehen;2019-09-11;;Gesundheitsversorgung;Arbeitsmarkt;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109848;A
19.5379;Schriftliche Anfrage;SP;Miozzari, Claudio;Schriftliche Anfrage Claudio Miozzari betreffend Sammlungskonzepte der staatlichen Museen;2019-09-11;;Künste & Unterhaltung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109840;A
19.5378;Interpellation;;Rutschmann, Eduard;Interpellation Nr. 86 Eduard Rutschmann betreffend Unterbringung von Sozialhilfebezügern an der Rheingasse;2019-09-11;;Sozialversicherungen und -leistungen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109839;A
19.5374;Interpellation;;von Falkenstein, Patricia;Interpellation Nr. 85 Patricia von Falkenstein betreffend Intensivierung von Gebäudesanierungen zum Schutz des Klimas;2019-09-11;;Energieversorgung;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109835;A
19.5371;Schriftliche Anfrage;SP;Roth, Franziska;Schriftliche Anfrage Franziska Roth betreffend fehlende Aussenanlagen bei Kindergärten und Schulen;2019-09-11;;Volksschulen & Tagesbetreuung;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109830;A
19.5368;Anzug;;Sutter, Kaspar;Anzug Kaspar Sutter und Konsorten betreffend Ausbau Elsässerbahn nur mit Überdeckung und S-Bahn-Station Morgartenring;2019-09-11;;Öffentlicher Verkehr;Gestaltung & Infrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109825;B
19.5367;Petition;;;"Petition P401 ""Erhöhung der Sozialhilfe im Kanton Basel-Stadt""";2019-09-11;;Sozialhilfe;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109824;A
19.5358;Interpellation;SVP;Hablützel-Bürki, Gianna;Interpellation Nr. 82 Gianna Hablützel-Bürki betreffend Transparenz zu den effektiven Kosten bei den Kinder- und Jugendheimen;2019-09-11;;Sozialhilfe;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109812;A
19.5345;Interpellation;Mitte;Knellwolf, Andrea Elisabeth;Interpellation Nr. 78 Andrea Elisabeth Knellwolf betreffend «Erasmus+» und Projekt «Europäische Universitäten»;2019-09-11;;Hochschulen & Weiterbildung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109805;A
19.5344;Schriftliche Anfrage;FDP;Jenny, David;Schriftliche Anfrage David Jenny betreffend wie würde Basel-Stadt im Doing Business 2019 Report der World Bank Group abschneiden?;2019-09-11;;Privatwirtschaft & Standort;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109804;A
19.5341;Interpellation;;Ueberwasser, Heinrich;Interpellation Nr. 77 Heinrich Ueberwasser betreffend wie viel Bürokratie erträgt die regionale Zusammenarbeit? Wie weit erschweren oder verunmöglichen die Pflicht, sog. A1-Bescheinigungen und ggf. andere Dokumente oder Bewilligungen auf sich zu tragen sowie drohende Bussen, Sitzungen in Deutschland, Frankreich und der Schweiz?;2019-09-11;;Arbeitsmarkt;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109801;A
19.5323;Schriftliche Anfrage;SP;Seggiani, Michela;Schriftliche Anfrage Michela Seggiani betreffend Ausdehnung der thermisch überwärmten Flächen in der Stadt Basel;2019-06-27;;Klima & Luft;Areale & Quartiere;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109776;A
19.5316;Schriftliche Anfrage;;Mumenthaler, Stephan;"Schriftliche Anfrage Stephan Mumenthaler betreffend ""smart sharing"" im Bildungsbereich";2019-06-26;;Volksschulen & Tagesbetreuung;Staatsfinanzen;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109771;A
19.5306;Interpellation;;Eymann, Felix W.;Interpellation Nr. 74 Felix W. Eymann betreffend Samstags-Demonstrationen;2019-09-11;;Politische Beteiligung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109760;A
19.5273;Interpellation;SP;Mathys, Lisa;Interpellation Nr. 72 Lisa Mathys betreffend Velo- und Fussgängerbrücke Zeughaus-Wolf oder Zeughaus-Walkeweg;2019-09-11;;Gestaltung & Infrastruktur;Veloverkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109750;A
19.5276;Schriftliche Anfrage;;Metzger, Ursula;"Schriftliche Anfrage Ursula Metzger betreffend Abendbeleuchtung ""Liesbergermätteli""";2019-06-05;;Kinder, Jugendliche & Familien;Sport;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109744;A
19.5275;Schriftliche Anfrage;;Vitelli, Jörg;Schriftliche Anfrage Jörg Vitelli betreffend Veloparkplatz-Notstand rund um den Marktplatz;2019-06-05;;Veloverkehr;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109743;A
19.5287;Anzug;BastA!;Messerli, Beatrice;"Anzug Beatrice Messerli und Konsorten betreffend Projektwochen oder Projekttage an Basler Schulen zum Thema ""Sexuelle Gewalt und Selbstverteidigung""";2019-06-26;;Volksschulen & Tagesbetreuung;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109741;A
19.5282;Anzug;;Inglin, Oswald;Anzug Oswald Inglin und Konsorten betreffend Konzessionierung von Miet-E-Fahrzeugen;2019-06-26;;Motorisierter Individualverkehr;Nutzung & Regulierung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109731;B
19.5290;Anzug;;Bernasconi, Martina;Anzug Martina Bernasconi und Konsorten betreffend Wasserstofftankstellen;2019-06-26;;Motorisierter Individualverkehr;Energieversorgung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109729;B
19.5271;Motion;SP;Amacher, Nicole;Motion Nicole Amacher und Konsorten betreffend Lohngleichheit: Lohngleichheitsanalysen für Unternehmen ab 50 Mitarbeitenden;2019-06-26;;Gleichstellung der Geschlechter;Arbeitsmarkt;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109722;B
19.5263;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 70 Beat K. Schaller betreffend Quo Vadis, BVB?;2019-09-11;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109714;A
19.5262;Interpellation;;Griss, Christian;Interpellation Nr. 69 Christian Griss betreffend lebendige und saubere Plätze in Basel;2019-09-11;;Gestaltung & Infrastruktur;Abfall & Recycling;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109713;A
19.5256;Schriftliche Anfrage;;Luethi-Brüderlin, Stephan;Schriftliche Anfrage Stephan Luethi-Brüderlin betreffend Velostreifen längs der Haltestelle Heuwaage;2019-06-05;;Veloverkehr;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109707;A
19.5253;Interpellation;;Bocherens, François;Interpellation Nr. 68 François Bocherens betreffend Rückkehr des Lachses;2019-06-05;;Biodiversität;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109704;A
19.5252;Interpellation;;Leuthardt, Beat;Interpellation Nr. 67 Beat Leuthardt betreffend Buslinie 50 (und 30) rasch durch neue Schweizer Doppelgelenk-Elektrobusse entlasten (inklusive Zwischennutzung ab August für das notleidende Basler Tram-/Busnetz);2019-06-05;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109703;A
19.5248;Interpellation;FDP;Urgese, Luca;Interpellation Nr. 63 Luca Urgese betreffend die richtigen Lehren aus dem nationalen Schulvergleich ziehen;2019-06-05;;Volksschulen & Tagesbetreuung;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109699;A
19.5243;Interpellation;;Christ, Katja;Interpellation Nr. 61 Katja Christ betreffend katastrophales Zeugnis für die Basler Schulen;2019-06-05;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109694;A
19.5244;Interpellation;;Wyss, Sarah;Interpellation Nr. 59 Sarah Wyss betreffend Verkauf des Teils des Klybeckareals von Novartis an eine private Investorengruppe;2019-06-05;;Areale & Quartiere;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109692;A
19.5241;Interpellation;BastA!;Bolliger, Oliver;Interpellation Nr. 58 Oliver Bolliger betreffend Verkauf Klybeck-Areal an private Investoren;2019-06-05;;Areale & Quartiere;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109691;A
19.5240;Motion;;Haller, Christophe;Motion Christophe Haller und Konsorten betreffend Anpassung des Gesetzes über die direkten Steuern (Steuergesetz) zur Dividendenbesteuerung;2019-06-26;;Steuerpolitik;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109690;A
19.5238;Petition;;;"Petition P398 ""Stopp die Baumfällungen am Tellplatz""";2019-06-05;;Stadtgrün;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109683;A
19.5232;Interpellation;SP;Roth, Franziska;Interpellation Nr. 57 Franziska Roth betreffend Ausbau des Angebots auf der S-Bahnlinie 6;2019-06-05;;Öffentlicher Verkehr;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109678;A
19.5226;Schriftliche Anfrage;Grüne;Thiriet, Jérôme;Schriftliche Anfrage Jérôme Thiriet betreffend Velodiebstähle im Kanton Basel-Stadt;2019-05-08;;Polizei & Kriminalität;Veloverkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109671;A
19.5225;Petition;;;"Petition P396 ""Abschaffung der externen Leistungs-Checks an der Basler Volksschule""";2019-06-05;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109668;A
19.5223;Interpellation;Mitte;Isler, Beatrice;Interpellation Nr. 56 Beatrice Isler betreffend Rotlichtmilieu in Wohnstrassen;2019-06-05;;Areale & Quartiere;Privatwirtschaft & Standort;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109666;A
19.5216;Interpellation;;Meyer, Jürg;Interpellation Nr. 54 Jürg Meyer betreffend Bedrohung von Gesundheit und Umwelt, bedingt durch die Einführung des Mobilfunkstandards 5G;2019-06-05;;Kommunikationsinfrastruktur;Gesundheitsförderung;Digitalisierung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109657;A
19.5215;Interpellation;;Gröflin, Alexander Olivier;Interpellation Nr. 53 Alexander Gröflin betreffend Feier- und Ruhetage im Kanton Basel-Stadt;2019-05-08;;Privatwirtschaft & Standort;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109655;A
19.5212;Interpellation;;Eymann, Felix W.;Interpellation Nr. 50 Felix W. Eymann betreffend Zukunft der Orthopädischen Chirurgie in Basel und der Region;2019-05-08;;Gesundheitsversorgung;Hochschulen & Weiterbildung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109652;A
19.5211;Interpellation;SP;Mazzotti, Sasha;Interpellation Nr. 49 Sasha Mazzotti betreffend Stärkung der politischen Bildung an der Sekundarschule;2019-05-08;;Volksschulen & Tagesbetreuung;Politische Beteiligung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109651;A
19.5207;Interpellation;SVP;Thüring, Joël;Interpellation Nr. 45 Joël Thüring betreffend Bruch des Dubliner Übereinkommens durch die Basler Regierung und ihre Folgen;2019-05-08;;Migration & Integration;Grenzüberschreitende Zusammenarbeit;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109647;A
19.5204;Interpellation;SVP;Amiet, Lorenz;Interpellation Nr. 42 Lorenz Amiet betreffend Erdbebenfrühwarnsystem;2019-05-08;;Bevölkerungsschutz;Kommunikationsinfrastruktur;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109642;A
19.5196;Interpellation;;Benz, Sibylle;Interpellation Nr. 39 Sibylle Benz betreffend Sensibilisierung für die vierte Landessprache;2019-05-08;;Volksschulen & Tagesbetreuung;Künste & Unterhaltung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109632;A
19.5194;Anzug;;Kölliker, Sebastian;Anzug Sebastian Kölliker und Konsorten betreffend Integration der Augenklinik auf den «Campus Gesundheit»;2019-05-08;;Gesundheitsversorgung;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109630;A
19.5189;Motion;;Grossenbacher, Thomas;Motion Thomas Grossenbacher und Konsorten betreffend eine Abfallvermeidungsstrategie, einer Einführung geschlossener und funktionierender Recycling-Kreisläufe und eines Plastikverbots im Kanton Basel-Stadt - die Zweite;2019-05-08;;Abfall & Recycling;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109620;A
19.5180;Schriftliche Anfrage;SP;Mattmüller, Georg;Schriftliche Anfrage Georg Mattmüller betreffend Ausmass der Steuerhinterziehung;2019-04-10;;Steuerpolitik;Polizei & Kriminalität;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109616;A
19.5175;Interpellation;;Atici, Mustafa;Interpellation Nr. 36 Mustafa Atici betreffend Herausforderungen in der Stärkung des Frühbereichs Bildung;2019-04-10;;Volksschulen & Tagesbetreuung;Kinder, Jugendliche & Familien;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109611;A
19.5167;Interpellation;SVP;Schaller, Beat K.;Interpellation Nr. 31 Beat K. Schaller betreffend faire Information der Bevölkerung zum Klimawandel;2019-04-10;;Klima & Luft;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109603;A
19.5165;Interpellation;;Mumenthaler, Stephan;Interpellation Nr. 29 Stephan Mumenthaler betreffend Entwicklung des Bildungsniveaus an Basler Schulen;2019-04-10;;Volksschulen & Tagesbetreuung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109598;A
19.5154;Anzug;Grüne;Fuhrer, Raphael;Anzug Raphael Fuhrer und Konsorten betreffend Lärm- und Klimaschutz durch gute Zugsverbindungen;2019-04-10;;Klima & Luft;Öffentlicher Verkehr;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109591;A
19.5148;Schriftliche Anfrage;FDP;Bucher, Erich;Schriftliche Anfrage Erich Bucher betreffend QS Ranking 2019 - Universität Basel;2019-03-20;;Hochschulen & Weiterbildung;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109581;A
19.5147;Motion;;Vitelli, Jörg;Motion Jörg Vitelli und Konsorten betreffend Basel pro Klima: Bahnreisen statt Flugreisen von Mitarbeitenden des Kantons Basel-Stadt und seiner Beteiligungen;2019-04-10;;Klima & Luft;Verwaltung;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109580;A
19.5145;Motion;SP;Kaufmann, Danielle;Motion Danielle Kaufmann und Konsorten betreffend Basel pro Klima: Pariser Klimaabkommen einhalten;2019-04-10;;Klima & Luft;;Klimawandel;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109578;B
19.5144;Motion;SP;Mazzotti, Sasha;Motion Sasha Mazzotti und Konsorten betreffend Basel pro Klima: Erhalt und Erhöhung der Biodiversität;2019-04-10;;Biodiversität;Grenzüberschreitende Zusammenarbeit;Ernährung;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109577;B
19.5133;Anzug;;Wyss, Sarah;Anzug Sarah Wyss und Konsorten betreffend Gebührengleichheit bei der Einbürgerung von Partner/innen in eingetragener Partnerschaft lebender Personen mit Ehepartner/innen;2019-04-10;;Migration & Integration;Politische Beteiligung;Gesellschaftlicher Zusammenhalt;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109568;A
19.5130;Anzug;;Vitelli, Jörg;Anzug Jörg Vitelli und Konsorten betreffend Neubau der BVB-Garage Rankhof mit preisgünstigen Wohnungen;2019-04-10;;Wohnen;Öffentlicher Verkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109566;B
19.5127;Schriftliche Anfrage;LDP;Stephenson, Jeremy;Schriftliche Anfrage Jeremy Stephenson betreffend Bauen in den Wintermonaten;2019-03-20;;Privatwirtschaft & Standort;Raumplanung;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109562;A
19.5124;Anzug;SVP;Stumpf, Daniela;Anzug Daniela Stumpf und Konsorten betreffend Umweltschutz-Abonnement U-Abo für AHV-Rentnerinnen und -Rentner;2019-04-10;;Ältere Bevölkerung;Öffentlicher Verkehr;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109560;A
19.5117;Interpellation;;Kölliker, Sebastian;Interpellation Nr. 25 Sebastian Kölliker betreffend Masterplan «Campus Gesundheit», insbesondere Neubau Klinikum 2;2019-03-20;;Gesundheitsversorgung;Areale & Quartiere;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109552;A
19.5116;Interpellation;;Leuthardt, Beat;Interpellation Nr. 24 Beat Leuthardt betreffend Stopp den Massenkündigungen - rechtlich möglich mittels verfassungskonformer Anwendung der bestehenden Gesetze und Verordnungen;2019-03-20;;Wohnen;;;https://grosserrat.bs.ch/index.php?option=com_gribs&view=geschaeft&laufnr=200109551;A
